id,Actor1,Actor2,Actor3,Director_Name,original_title,genres_list,Comb
11093,Jennifer Connelly,Ben Kingsley,Ron Eldard,Vadim Perelman,House of Sand and Fog,Drama,Jennifer Connelly Ben Kingsley Ron Eldard Vadim Perelman Drama
11096,Robert De Niro,Dakota Fanning,Famke Janssen,John Polson,Hide and Seek,Horror Mystery Thriller,Robert De Niro Dakota Fanning Famke Janssen John Polson Horror Mystery Thriller
11099,Robin Williams,Mira Sorvino,Jim Caviezel,Omar Naim,The Final Cut,Drama Mystery Sci-Fi Thriller,Robin Williams Mira Sorvino Jim Caviezel Omar Naim Drama Mystery Sci-Fi Thriller
11101,Dominique Horwitz,Thomas Kretschmann,Jochen Nickel,Joseph Vilsmaier,Stalingrad,Drama History War,Dominique Horwitz Thomas Kretschmann Jochen Nickel Joseph Vilsmaier Drama History War
11103,Harvey Keitel,Cameron Diaz,Billy Zane,Jim Wilson,Head Above Water,Comedy Thriller,Harvey Keitel Cameron Diaz Billy Zane Jim Wilson Comedy Thriller
11104,Brigitte Lin,Tony Leung Chiu-Wai,Faye Wong,Wong Kar-wai,重慶森林,Drama Comedy Romance,Brigitte Lin Tony Leung Chiu-Wai Faye Wong Wong Kar-wai Drama Comedy Romance
11107,Whoopi Goldberg,Frank Langella,Dennis Farina,Steve Rash,Eddie,Action Comedy,Whoopi Goldberg Frank Langella Dennis Farina Steve Rash Action Comedy
11109,Imelda Staunton,Sally Hawkins,Richard Graham,Mike Leigh,Vera Drake,Crime Drama,Imelda Staunton Sally Hawkins Richard Graham Mike Leigh Crime Drama
11110,Tomer Steinhof,Ronit Yudkevitz,Henri Garcin,Dror Shaul,Adama Meshuga'at,Drama,Tomer Steinhof Ronit Yudkevitz Henri Garcin Dror Shaul Drama
11111,Chris Sharma,Melissa LaCasse,Tony Lamprecht,Josh Lowell Peter Mortimer,King Lines,Adventure Documentary,Chris Sharma Melissa LaCasse Tony Lamprecht Josh Lowell Peter Mortimer Adventure Documentary
11112,Whoopi Goldberg,Dianne Wiest,Eli Wallach,Donald Petrie,The Associate,Comedy,Whoopi Goldberg Dianne Wiest Eli Wallach Donald Petrie Comedy
11113,Audrey Hepburn,Rex Harrison,Stanley Holloway,George Cukor,My Fair Lady,Drama Family Music Romance,Audrey Hepburn Rex Harrison Stanley Holloway George Cukor Drama Family Music Romance
11114,Sean Marshall,Helen Reddy,Mickey Rooney,Don Chaffey,Pete's Dragon,Fantasy Animation Comedy Family,Sean Marshall Helen Reddy Mickey Rooney Don Chaffey Fantasy Animation Comedy Family
11115,Burt Reynolds,Bret Harrison,Shannon Elizabeth,Gil Cates Jr.,Deal,Comedy Drama,Burt Reynolds Bret Harrison Shannon Elizabeth Gil Cates Jr. Comedy Drama
11119,Christopher Lambert,Aidan Rea,David Roberson,Geoff Murphy,Fortress 2,Sci-Fi Action,Christopher Lambert Aidan Rea David Roberson Geoff Murphy Sci-Fi Action
11120,Harrison Ford,Helen Mirren,River Phoenix,Peter Weir,The Mosquito Coast,Adventure Drama,Harrison Ford Helen Mirren River Phoenix Peter Weir Adventure Drama
11121,Nastassja Kinski,Peter Firth,Leigh Lawson,Roman Polanski,Tess,Drama Romance,Nastassja Kinski Peter Firth Leigh Lawson Roman Polanski Drama Romance
11122,Josef Hader,Alfred Dorfer,Maria Hofstätter,Paul Harather,Indien - der Film,Comedy Drama,Josef Hader Alfred Dorfer Maria Hofstätter Paul Harather Comedy Drama
11123,Charlton Heston,Ava Gardner,George Kennedy,Mark Robson,Earthquake,Action Drama Thriller,Charlton Heston Ava Gardner George Kennedy Mark Robson Action Drama Thriller
11127,Casper Van Dien,Jolene Blalock,Stephen Hogan,Edward Neumeier,Starship Troopers 3: Marauder,Adventure Sci-Fi Action,Casper Van Dien Jolene Blalock Stephen Hogan Edward Neumeier Adventure Sci-Fi Action
11128,Joaquin Phoenix,John Travolta,Jacinda Barrett,Jay Russell,Ladder 49,Drama Action Thriller,Joaquin Phoenix John Travolta Jacinda Barrett Jay Russell Drama Action Thriller
11129,John Simm,Danny Dyer,Lorraine Pilkington,Justin Kerrigan,Human Traffic,Comedy Drama,John Simm Danny Dyer Lorraine Pilkington Justin Kerrigan Comedy Drama
11130,Anne Hathaway,Julie Andrews,Héctor Elizondo,Garry Marshall,The Princess Diaries 2: Royal Engagement,Comedy Drama Family Romance,Anne Hathaway Julie Andrews Héctor Elizondo Garry Marshall Comedy Drama Family Romance
11131,Eric Idle,Robbie Coltrane,Camille Coduri,Jonathan Lynn,Nuns on the Run,Comedy,Eric Idle Robbie Coltrane Camille Coduri Jonathan Lynn Comedy
11132,Lindsay Lohan,Adam Garcia,Glenne Headly,Sara Sugarman,Confessions of a Teenage Drama Queen,Comedy,Lindsay Lohan Adam Garcia Glenne Headly Sara Sugarman Comedy
11133,Craig T. Nelson,JoBeth Williams,Heather O'Rourke,Brian Gibson,Poltergeist II: The Other Side,Horror Thriller,Craig T. Nelson JoBeth Williams Heather O'Rourke Brian Gibson Horror Thriller
11134,Jackie Chan,Michelle Yeoh,Maggie Cheung,Stanley Tong,警察故事 III：超級警察,Action Crime Thriller,Jackie Chan Michelle Yeoh Maggie Cheung Stanley Tong Action Crime Thriller
11135,Bob Newhart,Eva Gabor,John Candy,Hendel Butoy Mike Gabriel,The Rescuers Down Under,Adventure Animation Crime Family Fantasy,Bob Newhart Eva Gabor John Candy Hendel Butoy Mike Gabriel Adventure Animation Crime Family Fantasy
11137,Julia Stiles,Luke Mably,Ben Miller,Martha Coolidge,The Prince & Me,Comedy Romance,Julia Stiles Luke Mably Ben Miller Martha Coolidge Comedy Romance
11139,Gilbert Sicotte,Maxime Collin,Ginette Reno,Jean-Claude Lauzon,Léolo,Comedy Drama,Gilbert Sicotte Maxime Collin Ginette Reno Jean-Claude Lauzon Comedy Drama
11141,Pierce Brosnan,Julianne Moore,Michael Sheen,Peter Howitt,Laws of Attraction,Action Comedy Romance Thriller,Pierce Brosnan Julianne Moore Michael Sheen Peter Howitt Action Comedy Romance Thriller
11142,Sven Martinek,Eva Habermann,Thomas Anzenhofer,Sebastian Vigg,Der Clown - Tag der Vergeltung,Action Crime Thriller,Sven Martinek Eva Habermann Thomas Anzenhofer Sebastian Vigg Action Crime Thriller
11143,Jet Li,Michelle Yeoh,Chin Siu Ho,Yuen Woo-ping,太极张三丰,Action Comedy Drama Thriller,Jet Li Michelle Yeoh Chin Siu Ho Yuen Woo-ping Action Comedy Drama Thriller
11144,Bud Spencer,Raimund Harmstorf,Ottaviano Dell'Acqua,Michele Lupo,Lo chiamavano Bulldozer,Action Comedy,Bud Spencer Raimund Harmstorf Ottaviano Dell'Acqua Michele Lupo Action Comedy
11145,Robert Redford,Jane Fonda,Valerie Perrine,Sydney Pollack,The Electric Horseman,Drama Comedy Western Romance,Robert Redford Jane Fonda Valerie Perrine Sydney Pollack Drama Comedy Western Romance
11148,Ricardo Darín,Valeria Bertuccelli,Carolina Pelleritti,Lucía Puenzo,XXY,Drama,Ricardo Darín Valeria Bertuccelli Carolina Pelleritti Lucía Puenzo Drama
11152,Shawn Ashmore,Jonathan Tucker,Jena Malone,Carter Smith,The Ruins,Drama Horror,Shawn Ashmore Jonathan Tucker Jena Malone Carter Smith Drama Horror
11153,Chevy Chase,Beverly D'Angelo,Imogene Coca,Harold Ramis,National Lampoon's Vacation,Comedy Adventure Romance,Chevy Chase Beverly D'Angelo Imogene Coca Harold Ramis Comedy Adventure Romance
11155,Randy Quaid,Miriam Flynn,Dana Barron,Nick Marck,Christmas Vacation 2: Cousin Eddie's Island Adventure,Comedy,Randy Quaid Miriam Flynn Dana Barron Nick Marck Comedy
11156,Audrey Tautou,Benoît Poelvoorde,Alessandro Nivola,Anne Fontaine,Coco avant Chanel,Drama History,Audrey Tautou Benoît Poelvoorde Alessandro Nivola Anne Fontaine Drama History
11157,Meryl Streep,Ed Begley Jr.,Linda Hunt,Susan Seidelman,She-Devil,Comedy,Meryl Streep Ed Begley Jr. Linda Hunt Susan Seidelman Comedy
11158,Rick Moranis,Marcia Strassman,Robert Oliveri,Randal Kleiser,Honey I Blew Up the Kid,Adventure Comedy Family Sci-Fi,Rick Moranis Marcia Strassman Robert Oliveri Randal Kleiser Adventure Comedy Family Sci-Fi
11159,Timothy Spall,Brenda Blethyn,Marianne Jean-Baptiste,Mike Leigh,Secrets & Lies,Drama,Timothy Spall Brenda Blethyn Marianne Jean-Baptiste Mike Leigh Drama
11160,Bud Spencer,Enzo Cannavale,Baldwyn Dakile,Steno,Piedone d'Egitto,Action Comedy Crime Drama,Bud Spencer Enzo Cannavale Baldwyn Dakile Steno Action Comedy Crime Drama
11161,John Cusack,Alessandro Nivola,Doug Dearth,Jim Strouse,Grace is Gone,Drama,John Cusack Alessandro Nivola Doug Dearth Jim Strouse Drama
11162,Al Pacino,Jeremy Irons,Joseph Fiennes,Michael Radford,The Merchant of Venice,Drama Romance,Al Pacino Jeremy Irons Joseph Fiennes Michael Radford Drama Romance
11163,Martin Potter,Hiram Keller,Max Born,Federico Fellini,Fellini Satyricon,Drama Fantasy,Martin Potter Hiram Keller Max Born Federico Fellini Drama Fantasy
11164,Emilio Estevez,Kathryn Erbe,Michael Tucker,Sam Weisman,D2: The Mighty Ducks,Action Comedy Drama Family,Emilio Estevez Kathryn Erbe Michael Tucker Sam Weisman Action Comedy Drama Family
11165,Martin Balsam,Sô Yamamura,Joseph Cotten,Richard Fleischer Kinji Fukasaku Toshio Masuda,Tora! Tora! Tora!,History Action Drama Adventure War,Martin Balsam Sô Yamamura Joseph Cotten Richard Fleischer Kinji Fukasaku Toshio Masuda History Action Drama Adventure War
11167,Karlheinz Böhm,Moira Shearer,Anna Massey,Michael Powell,Peeping Tom,Horror Thriller,Karlheinz Böhm Moira Shearer Anna Massey Michael Powell Horror Thriller
11169,Val Kilmer,Derek Luke,William H. Macy,David Mamet,Spartan,Mystery Action Drama Thriller Crime,Val Kilmer Derek Luke William H. Macy David Mamet Mystery Action Drama Thriller Crime
11170,Matthew McConaughey,Matthew Fox,Anthony Mackie,McG,We Are Marshall,Drama,Matthew McConaughey Matthew Fox Anthony Mackie McG Drama
11171,Joseph Gordon-Levitt,Brady Corbet,Michelle Trachtenberg,Gregg Araki,Mysterious Skin,Drama,Joseph Gordon-Levitt Brady Corbet Michelle Trachtenberg Gregg Araki Drama
11172,Drew Barrymore,Hugh Grant,Scott Porter,Marc Lawrence,Music and Lyrics,Comedy Music Romance,Drew Barrymore Hugh Grant Scott Porter Marc Lawrence Comedy Music Romance
11174,Pelle Hvenegaard,Max von Sydow,Erik Paaske,Bille August,Pelle Erobreren,Drama,Pelle Hvenegaard Max von Sydow Erik Paaske Bille August Drama
11175,Terence Hill,Nancy Morgan,Fritz Sperberg,Terence Hill,Lucky Luke,Comedy Western,Terence Hill Nancy Morgan Fritz Sperberg Terence Hill Comedy Western
11176,Jim Henson,Frank Oz,Jerry Nelson,James Frawley,The Muppet Movie,Adventure Comedy Family,Jim Henson Frank Oz Jerry Nelson James Frawley Adventure Comedy Family
11177,Cher,Sam Elliott,Eric Stoltz,Peter Bogdanovich,Mask,Drama,Cher Sam Elliott Eric Stoltz Peter Bogdanovich Drama
11178,Cha Tae-hyun,Jun Ji-hyun,Kim In-mun,Kwak Jae-yong,엽기적인 그녀,Drama Comedy Romance,Cha Tae-hyun Jun Ji-hyun Kim In-mun Kwak Jae-yong Drama Comedy Romance
11179,Diana Amft,Karoline Herfurth,Jasmin Gerat,Peter Gersina,"Mädchen, Mädchen 2 - Loft oder Liebe",Comedy,Diana Amft Karoline Herfurth Jasmin Gerat Peter Gersina Comedy
11181,Dieter Hallervorden,Wolfgang Kieling,Gerhard Wollner,Dieter Hallervorden Christian Rateuke,Didi und die Rache der Enterbten,Comedy,Dieter Hallervorden Wolfgang Kieling Gerhard Wollner Dieter Hallervorden Christian Rateuke Comedy
11183,Thierry Lhermitte,Marie-Anne Chazel,Michel Blanc,Patrice Leconte,Les Bronzés,Comedy,Thierry Lhermitte Marie-Anne Chazel Michel Blanc Patrice Leconte Comedy
11184,Liam Neeson,Laura Linney,Chris O'Donnell,Bill Condon,Kinsey,Drama,Liam Neeson Laura Linney Chris O'Donnell Bill Condon Drama
11185,Richard Pryor,Gene Wilder,Joan Severance,Arthur Hiller,"See No Evil, Hear No Evil",Crime Comedy,Richard Pryor Gene Wilder Joan Severance Arthur Hiller Crime Comedy
11186,Alex Vincent,Jenny Agutter,Gerrit Graham,John Lafia,Child's Play 2,Drama Horror,Alex Vincent Jenny Agutter Gerrit Graham John Lafia Drama Horror
11187,Justin Whalin,Perrey Reeves,Jeremy Sylvers,Jack Bender,Child's Play 3,Thriller Horror Action,Justin Whalin Perrey Reeves Jeremy Sylvers Jack Bender Thriller Horror Action
11188,Benno Fürmann,Alicia Witt,Julian Sands,Uli Edel,Ring of the Nibelungs,Action,Benno Fürmann Alicia Witt Julian Sands Uli Edel Action
11190,Vladimir Garin,Konstantin Lavronenko,Nataliya Vdovina,Andrey Zvyagintsev,Возвращение,Thriller Drama Mystery,Vladimir Garin Konstantin Lavronenko Nataliya Vdovina Andrey Zvyagintsev Thriller Drama Mystery
11191,Annabeth Gish,Julia Roberts,Lili Taylor,Donald Petrie,Mystic Pizza,Comedy Drama Romance,Annabeth Gish Julia Roberts Lili Taylor Donald Petrie Comedy Drama Romance
11194,Brendan Mackey,Nicholas Aaron,Richard Hawking,Kevin Macdonald,Touching the Void,Documentary Action Adventure,Brendan Mackey Nicholas Aaron Richard Hawking Kevin Macdonald Documentary Action Adventure
11196,Lars Brygmann,Jakob Cedergren,Nikolaj Coster-Waldau,Jannik Johansen,Rembrandt,Action Comedy,Lars Brygmann Jakob Cedergren Nikolaj Coster-Waldau Jannik Johansen Action Comedy
11197,Andreas Wilson,Henrik Lundström,Gustaf Skarsgård,Mikael Håfström,Ondskan,Drama,Andreas Wilson Henrik Lundström Gustaf Skarsgård Mikael Håfström Drama
11198,Jackie Chan,Joey Wong,Richard Norton,Wong Jing,城市獵人,Action Adventure Comedy Romance,Jackie Chan Joey Wong Richard Norton Wong Jing Action Adventure Comedy Romance
11199,Tim Allen,John Travolta,Martin Lawrence,Walt Becker,Wild Hogs,Action Adventure Comedy,Tim Allen John Travolta Martin Lawrence Walt Becker Action Adventure Comedy
11202,George C. Scott,Karl Malden,Stephen Young,Franklin J. Schaffner,Patton,Drama History War,George C. Scott Karl Malden Stephen Young Franklin J. Schaffner Drama History War
11204,Felicitas Woll,John Light,Benjamin Sadler,Roland Suso Richter,Dresden,Drama History,Felicitas Woll John Light Benjamin Sadler Roland Suso Richter Drama History
11205,Jackie Chan,Sammo Hung,Yuen Biao,Sammo Hung,快餐車,Romance Action Comedy Crime,Jackie Chan Sammo Hung Yuen Biao Sammo Hung Romance Action Comedy Crime
11206,Audrey Hepburn,Alan Arkin,Richard Crenna,Terence Young,Wait Until Dark,Horror Crime Thriller,Audrey Hepburn Alan Arkin Richard Crenna Terence Young Horror Crime Thriller
11207,Denis Moschitto,Marie Zielcke,Hilmi Sözer,Torsten Wacker,Süperseks,Comedy,Denis Moschitto Marie Zielcke Hilmi Sözer Torsten Wacker Comedy
11208,Josh Hartnett,Rose Byrne,Matthew Lillard,Paul McGuigan,Wicker Park,Drama Mystery Romance Thriller,Josh Hartnett Rose Byrne Matthew Lillard Paul McGuigan Drama Mystery Romance Thriller
11209,John Wayne,Richard Widmark,Laurence Harvey,John Wayne,The Alamo,Action Adventure Drama History Western,John Wayne Richard Widmark Laurence Harvey John Wayne Action Adventure Drama History Western
11210,Pierce Brosnan,James Frain,Polly Walker,Rod Hardy George T. Miller,Robinson Crusoe,Action Adventure Drama,Pierce Brosnan James Frain Polly Walker Rod Hardy George T. Miller Action Adventure Drama
11211,Hayden Panettiere,Solange Knowles,Gus Carr,Steve Rash,Bring It On: All or Nothing,Comedy,Hayden Panettiere Solange Knowles Gus Carr Steve Rash Comedy
11212,Joe Mantegna,Lara Flynn Boyle,Joe Pantoliano,Patrick Read Johnson,Baby's Day Out,Action Adventure Comedy Family,Joe Mantegna Lara Flynn Boyle Joe Pantoliano Patrick Read Johnson Action Adventure Comedy Family
11214,Jean Ziegler,Peter Brabeck,Karl Otrok,Erwin Wagenhofer,We Feed the World,Documentary,Jean Ziegler Peter Brabeck Karl Otrok Erwin Wagenhofer Documentary
11215,Diane Keaton,Sam Shepard,Harold Ramis,Charles Shyer,Baby Boom,Comedy Romance Family,Diane Keaton Sam Shepard Harold Ramis Charles Shyer Comedy Romance Family
11216,Philippe Noiret,Jacques Perrin,Marco Leonardi,Giuseppe Tornatore,Nuovo Cinema Paradiso,Drama Romance,Philippe Noiret Jacques Perrin Marco Leonardi Giuseppe Tornatore Drama Romance
11217,Kevin Heffernan,Jay Chandrasekhar,Paul Soter,Jay Chandrasekhar,Club Dread,Comedy Horror,Kevin Heffernan Jay Chandrasekhar Paul Soter Jay Chandrasekhar Comedy Horror
11218,Royston Maldoom,Susannah Broughton,Marie Theinert,Thomas Grube Enrique Sánchez Lansch,Rhythm is it!,Documentary,Royston Maldoom Susannah Broughton Marie Theinert Thomas Grube Enrique Sánchez Lansch Documentary
11219,Edmund Gwenn,John Forsythe,Shirley MacLaine,Alfred Hitchcock,The Trouble with Harry,Comedy Mystery Thriller,Edmund Gwenn John Forsythe Shirley MacLaine Alfred Hitchcock Comedy Mystery Thriller
11220,Leon Lai,Michelle Reis,Takeshi Kaneshiro,Wong Kar-wai,墮落天使,Drama Action Romance,Leon Lai Michelle Reis Takeshi Kaneshiro Wong Kar-wai Drama Action Romance
11221,Dudley Moore,Eddie Murphy,Kate Capshaw,Willard Huyck,Best Defense,Action Comedy,Dudley Moore Eddie Murphy Kate Capshaw Willard Huyck Action Comedy
11222,Dennis Hopper,Bruno Ganz,Lisa Kreuzer,Wim Wenders,Der amerikanische Freund,Drama Thriller,Dennis Hopper Bruno Ganz Lisa Kreuzer Wim Wenders Drama Thriller
11223,Geneviève Bujold,Michael Douglas,Elizabeth Ashley,Michael Crichton,Coma,Thriller Mystery Drama,Geneviève Bujold Michael Douglas Elizabeth Ashley Michael Crichton Thriller Mystery Drama
11224,Ilene Woods,Eleanor Audley,Lucille Bliss,Clyde Geronimi Wilfred Jackson Hamilton Luske,Cinderella,Family Fantasy Animation Romance,Ilene Woods Eleanor Audley Lucille Bliss Clyde Geronimi Wilfred Jackson Hamilton Luske Family Fantasy Animation Romance
11226,Edwige Fenech,Nino Castelnuovo,Femi Benussi,Andrea Bianchi,Nude Per L'assassino,Horror Thriller,Edwige Fenech Nino Castelnuovo Femi Benussi Andrea Bianchi Horror Thriller
11227,Jamel Debbouze,Rie Rasmussen,Gilbert Melki,Luc Besson,Angel-A,Romance Comedy Drama Fantasy,Jamel Debbouze Rie Rasmussen Gilbert Melki Luc Besson Romance Comedy Drama Fantasy
11228,Sylvester Stallone,Amy Brenneman,Viggo Mortensen,Rob Cohen,Daylight,Action Adventure Thriller,Sylvester Stallone Amy Brenneman Viggo Mortensen Rob Cohen Action Adventure Thriller
11229,Kiefer Sutherland,Reese Witherspoon,Wolfgang Bodison,Matthew Bright,Freeway,Comedy Drama Thriller,Kiefer Sutherland Reese Witherspoon Wolfgang Bodison Matthew Bright Comedy Drama Thriller
11230,Jackie Chan,Yuen Siu-Tin,Hwang Jang-Lee,Yuen Woo-ping,醉拳,Action Comedy,Jackie Chan Yuen Siu-Tin Hwang Jang-Lee Yuen Woo-ping Action Comedy
11231,Pat Morita,Hilary Swank,Michael Ironside,Christopher Cain,The Next Karate Kid,Adventure,Pat Morita Hilary Swank Michael Ironside Christopher Cain Adventure
11232,Meg Ryan,Hugh Jackman,Liev Schreiber,James Mangold,Kate & Leopold,Comedy Fantasy Romance Sci-Fi,Meg Ryan Hugh Jackman Liev Schreiber James Mangold Comedy Fantasy Romance Sci-Fi
11234,Charlton Heston,Anthony Zerbe,Rosalind Cash,Boris Sagal,The Omega Man,Action Sci-Fi Thriller,Charlton Heston Anthony Zerbe Rosalind Cash Boris Sagal Action Sci-Fi Thriller
11235,Burt Lancaster,Peter Riegert,Fulton Mackay,Bill Forsyth,Local Hero,Comedy Drama,Burt Lancaster Peter Riegert Fulton Mackay Bill Forsyth Comedy Drama
11236,Kate Maberly,Heydon Prowse,Andrew Knott,Agnieszka Holland,The Secret Garden,Drama Family Fantasy,Kate Maberly Heydon Prowse Andrew Knott Agnieszka Holland Drama Family Fantasy
11237,Johnny Messner,KaDee Strickland,Matthew Marsden,Dwight H. Little,Anacondas: The Hunt for the Blood Orchid,Adventure Action Horror Sci-Fi Thriller,Johnny Messner KaDee Strickland Matthew Marsden Dwight H. Little Adventure Action Horror Sci-Fi Thriller
11238,Scott Weinger,Linda Larkin,Robin Williams,Tad Stones,Aladdin and the King of Thieves,Adventure Animation Family,Scott Weinger Linda Larkin Robin Williams Tad Stones Adventure Animation Family
11239,Koji Yakusho,Tamiyo Kusakari,Naoto Takenaka,Masayuki Suo,Shall we ダンス?,Music Comedy Drama Romance,Koji Yakusho Tamiyo Kusakari Naoto Takenaka Masayuki Suo Music Comedy Drama Romance
11240,Gordon Warnecke,Daniel Day-Lewis,Roshan Seth,Stephen Frears,My Beautiful Laundrette,Romance Drama Comedy,Gordon Warnecke Daniel Day-Lewis Roshan Seth Stephen Frears Romance Drama Comedy
11243,Mickey Rooney,Jackie Burroughs,Georgia Engel,Arna Selznick,The Care Bears Movie,Adventure Fantasy Animation Comedy Sci-Fi Family,Mickey Rooney Jackie Burroughs Georgia Engel Arna Selznick Adventure Fantasy Animation Comedy Sci-Fi Family
